REGION,COUNTRY,NAME,LAT,LON,LAT_DEG,LAT_MIN,LAT_HEMI,LON_DEG,LON_MIN,LON_HEMI,INDEX_NO,Field10,Field11,Combo192,Combo206,Combo210,Combo196,Combo218,Combo198,Combo216,Combo231,Combo223,Combo225,Combo234,Combo236,Field24,Combo238,Combo240,Combo242,Combo244,Combo246,Combo248,Combo254,Combo256,Combo258,Combo260,Combo264,Combo262,Combo266,Combo268,Combo270,Combo272,Combo274,Combo276,Combo278,Combo280,Combo282,Combo284,Combo288,Combo290,Combo292,Combo294,Combo296,Combo304,Combo300,Combo302,Combo306,Combo308,Combo310,Combo312,Combo317,Combo321,Combo319,Combo323,Combo325,Combo327,Combo329,Combo332,Combo335,Combo337,Combo339,Combo341,Combo343,Combo345,Combo347,Combo349,Combo351
2270,CA,OTTAWA,45.43333333333333,-75.7,45,26,N,75,42,W,2520,,,S,RN,E,,,Y,,,P,K,O,,0,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y,Y,B,,
2270,CA,HULL,45.43333333333333,-75.7,45,26,N,75,42,W,2530,,,V,RN,E,,,Y,,,P,P,O,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,BEAUHARNOIS,45.31666666666667,-73.88333333333334,45,19,N,73,53,W,2550,,,V,LC,E,,,Y,,Y,O,H,O,,0,,,,,,,,,,,,,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,COTEAU LANDING,45.25,-74.2,45,15,N,74,12,W,2560,,,V,LC,E,,,Y,,Y,O,O,O,,0,,,,,,,Y,Y,,,,Y,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,M,
2545,CA,ST ZOTIQUE,45.25,-74.25,45,15,N,74,15,W,2570,,,V,LC,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,ST ANICET,45.13333333333333,-74.36666666666666,45,8,N,74,22,W,2590,,,V,RN,E,,,Y,,,P,O,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,SOUTH LANCASTER,45.13333333333333,-74.5,45,8,N,74,30,W,2600,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,CORNWALL,45.016666666666666,-74.73333333333333,45,1,N,74,44,W,2620,,,V,LC,E,,,Y,,Y,L,,L,,0,M,,Y,Y,,Y,Y,,,Y,,Y,Y,,,Y,,,Y,Y,Y,Y,,,,,,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,,,B,,
2545,CA,CARDINAL,44.78333333333333,-75.38333333333334,44,47,N,75,23,W,2670,,,V,LC,E,,,Y,,,,,M,,0,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,LOWER LAKES TERMINAL,44.733333333333334,-75.46666666666667,44,44,N,75,28,W,2680,,,S,RN,E,,,,,,L,J,L,,0,,,,,,Y,,Y,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,Y,,,,,Y,,,,,,,Y,,,,,,L,S
2545,CA,BROCKVILLE,44.583333333333336,-75.66666666666667,44,35,N,75,40,W,2700,,,V,CN,E,,,,,,P,P,P,,0,,,,Y,,,Y,,,,,,Y,,,,,,Y,,Y,Y,,,,,Y,,,,,,,,,,,N,,,,,Y,Y,Y,Y,,,C,,
2545,CA,ROCKPORT,44.38333333333333,-75.93333333333334,44,23,N,75,56,W,2710,,,V,RN,E,,Y,,,,O,J,O,,0,,,,,,,Y,,,,,Y,,,,,,,,,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,,,,,S
2545,CA,GANANOQUE,44.333333333333336,-76.16666666666667,44,20,N,76,10,W,2720,,14774,V,RN,E,,,Y,,Y,O,M,N,,0,,,,,,,Y,,,,,,Y,,,,,,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,,,
2545,CA,WOLFE ISLAND,44.2,-76.43333333333334,44,12,N,76,26,W,2730,,,V,RN,E,,,Y,,,P,P,P,,0,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,CA,KINGSTON,44.233333333333334,-76.5,44,14,N,76,30,W,2740,,,V,CN,E,,,Y,,,M,M,N,,0,M,Y,,Y,,,Y,,,Y,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,Y,,,,,Y,Y,Y,Y,Y,Y,B,S,M
2750,US,OGDENSBURG,44.7,-75.5,44,42,N,75,30,W,2770,CP06,,S,RN,E,N,N,N,N,Y,N,E,L,,0,,Y,Y,Y,,Y,Y,,,,N,Y,Y,Y,,Y,,,Y,Y,Y,Y,,,,,Y,,,N,,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,C,S,S
2750,US,ALEXANDRIA BAY,44.333333333333336,-75.91666666666667,44,20,N,75,55,W,2790,CP06,14772,V,RN,E,N,N,N,N,N,O,O,O,,0,M,,,Y,,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,N,,,N,,,,,Y,,,,,,,,Y,Y,Y,Y,,,,,
2750,US,CLAYTON,44.233333333333334,-76.05,44,14,N,76,3,W,2800,CP06,14774,V,RN,E,N,N,N,N,N,M,J,M,,0,M,,,Y,,N,N,N,,,N,N,Y,Y,,Y,,Y,Y,,,Y,,,,,N,,,N,Y,,,,Y,Y,Y,,,,,Y,Y,Y,Y,Y,Y,Y,C,,S
2820,CA,MILLHAVEN,44.2,-76.73333333333333,44,12,N,76,44,W,2830,,14802,V,CN,E,N,N,Y,,,O,O,P,,0,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,Y,Y,Y,,,,,,,,,,,,
2820,CA,PICTON,44.016666666666666,-77.13333333333334,44,1,N,77,8,W,2880,,,V,CN,E,N,N,Y,Y,N,P,O,P,,0,M,,,Y,N,,Y,,,,N,N,Y,N,,,,,,,Y,Y,,,,,Y,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,,,,,
2820,CA,BELLEVILLE,44.15,-77.4,44,9,N,77,24,W,2930,,,S,CN,E,N,N,Y,Y,Y,O,N,O,O,0,M,,Y,Y,N,,Y,,,,N,Y,Y,N,,,,,Y,Y,Y,Y,,,,,Y,,,N,,,,,,,,N,,,,,Y,,Y,Y,Y,Y,C,,S
2820,CA,TRENTON,44.1,-77.56666666666666,44,6,N,77,34,W,2940,,,S,RN,E,N,N,Y,Y,Y,O,O,Q,Q,0,,,,Y,N,,Y,,,,,,Y,N,,,,,,,Y,Y,,,,,,,,N,,,,,,,,,,,,,,Y,,Y,Y,Y,C,,S
2820,CA,COBOURG,43.95,-78.16666666666667,43,57,N,78,10,W,2960,,,S,CB,E,N,N,Y,Y,,O,M,O,P,0,M,,,Y,Y,,Y,,,N,N,,Y,N,,,,,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,,Y,Y,,,C,,
2820,CA,PORT HOPE,43.93333333333333,-78.28333333333333,43,56,N,78,17,W,2970,,,S,CB,E,N,N,Y,Y,,P,O,N,,0,M,,,Y,Y,,Y,,,N,Y,,,,,,,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,,N,Y,,,,Y,Y,,,,,,,
2820,CA,CONTRECOUR,45.88333333333333,-73.2,45,53,N,73,12,W,2975,,14003,V,RN,,,,,Y,Y,K,,M,,0,L,,,,,Y,,Y,,,,,Y,Y,,,,Y,,Y,Y,Y,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,S
2820,CA,OSHAWA,43.86666666666667,-78.81666666666666,43,52,N,78,49,W,2980,,,S,CB,E,N,N,Y,Y,,L,L,M,,0,M,,Y,Y,N,,Y,,,N,Y,,Y,N,,,Y,Y,N,Y,Y,Y,,,,,Y,,,N,,Y,,Y,,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,,
2820,CA,PORT WHITBY,43.85,-78.93333333333334,43,51,N,78,56,W,2990,,,S,CB,E,N,N,Y,Y,,P,O,M,Q,0,M,,,N,N,Y,Y,,,,Y,N,Y,N,,,,,,,Y,Y,,,,,,,,N,Y,,,,,Y,,,Y,,,,Y,Y,Y,,,,C,S,
2820,CA,TORONTO,43.61666666666667,-79.38333333333334,43,37,N,79,23,W,3000,,,M,CN,E,N,Y,Y,Y,Y,L,A,L,L,0,L,,,Y,Y,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,Y,Y,Y,Y,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,S,
2820,CA,PORT CREDIT,43.55,-79.58333333333333,43,33,N,79,35,W,3010,,,V,CB,E,N,Y,Y,Y,N,P,M,L,,0,L,,,N,Y,Y,Y,,,,Y,Y,Y,N,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,C,,S
2820,CA,CLARKSON,43.5,-79.6,43,30,N,79,36,W,3015,,,V,OR,F,N,Y,Y,Y,N,M,J,M,M,0,L,N,,N,N,Y,Y,,,,Y,N,,,,,,Y,,Y,,Y,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,,
2820,CA,OAKVILLE,43.43333333333333,-79.66666666666667,43,26,N,79,40,W,3020,,,V,CB,E,N,N,Y,Y,Y,P,O,O,L,0,M,,,Y,Y,Y,Y,,,,,,Y,,,Y,,,,Y,Y,Y,,,,,Y,,,Y,,,,,,,,N,,,,,Y,Y,Y,Y,,,C,,
2820,CA,BRONTE,43.4,-79.71666666666667,43,24,N,79,43,W,3030,,,V,CB,E,N,N,Y,Y,Y,P,O,O,,0,M,,,N,N,Y,Y,,,,Y,N,Y,N,,,,,,,,Y,,,,,Y,,,N,,,Y,,,Y,,,Y,,,,,Y,Y,Y,Y,Y,C,,S
2820,CA,HAMILTON,43.25,-79.85,43,15,N,79,51,W,3050,,,M,CN,E,N,N,Y,Y,Y,L,E,L,M,0,L,Y,Y,Y,Y,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,Y,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,A,,S
2820,CA,PORT DALHOUSIE,43.21666666666667,-79.26666666666667,43,13,N,79,16,W,3060,,14806,V,CB,E,N,N,Y,Y,N,N,O,O,,0,M,,,Y,N,Y,Y,,,N,,,Y,,,Y,Y,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,,,C,S,S
2820,CA,PORT WELLER,43.233333333333334,-79.21666666666667,43,14,N,79,13,W,3070,,,S,RT,E,N,N,Y,Y,N,L,J,L,M,0,L,N,N,N,N,Y,Y,,,Y,,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,,,N,Y,,,Y,,,Y,,,,Y,Y,,,,Y,,,A,L,
2820,CA,WELLAND,43.0,-79.25,43,0,N,79,15,W,3090,,14820,S,LC,G,N,Y,Y,Y,Y,L,,M,M,0,L,N,N,Y,N,Y,Y,,,,Y,N,Y,N,,,,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,,Y,Y,Y,Y,,C,,
2820,CA,THOROLD,43.083333333333336,-79.71666666666667,43,5,N,79,43,W,3092,,14820,S,LC,G,N,N,N,Y,Y,L,,L,,0,L,N,N,,,,Y,,,,N,N,Y,,,Y,,Y,,N,,Y,Y,,,,Y,,,N,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,
2820,CA,ST CATHERINE,43.18333333333333,-79.28333333333333,43,11,N,79,17,W,3095,,14820,V,LC,G,Y,N,N,Y,Y,K,K,M,M,0,L,Y,,Y,N,Y,Y,,,,N,N,Y,,,Y,,Y,,Y,,Y,Y,,,,Y,,,N,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,
2820,CA,NIAGARA,43.25,-79.06666666666666,43,15,N,79,4,W,3100,,14816,V,RN,E,N,N,Y,Y,Y,N,H,K,,0,M,,,Y,N,Y,Y,,,,N,N,,,,,,,,,Y,Y,,,,,,,,N,,,Y,,,,Y,,,,,,,,,,,,,,
2820,CA,QUEENSTON,43.166666666666664,-79.06666666666666,43,10,N,79,4,W,3110,,14816,V,RN,E,N,N,Y,Y,Y,M,L,O,,0,M,,,N,N,Y,Y,,,,N,N,,,,,,,,,,Y,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
3120,US,CHAUMONT,44.06666666666667,-76.13333333333334,44,4,N,76,8,W,3130,CP06,14811,V,CN,E,N,N,N,Y,Y,L,N,P,,0,M,Y,,N,,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,C,,S
3120,US,SACKETS HARBOR,43.95,-76.11666666666666,43,57,N,76,7,W,3150,CP06,14811,V,CN,E,N,N,N,N,,P,P,A,M,0,M,Y,N,N,,N,Y,,,,N,N,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,,,,,,Y,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S
3120,US,OSWEGO,43.46666666666667,-76.51666666666667,43,28,N,76,31,W,3170,CP06,14813,S,RN,E,N,N,Y,Y,N,M,M,M,,0,M,Y,Y,Y,,Y,Y,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,C,,
3120,US,SODUS BAY,43.266666666666666,-76.98333333333333,43,16,N,76,59,W,3190,CP06,14814,V,CN,E,N,N,Y,N,,O,O,O,,0,,Y,,N,,N,Y,,,,N,,Y,Y,,Y,,,,,Y,Y,,,,,,,,N,,,Y,,Y,,,,Y,,,Y,,Y,Y,Y,Y,Y,C,,
3120,US,ROCHESTER,43.266666666666666,-77.6,43,16,N,77,36,W,3200,CP06,14815,S,RN,E,N,N,Y,Y,Y,N,N,N,,0,M,Y,Y,Y,,Y,Y,,,,,N,Y,Y,Y,Y,,,Y,Y,Y,Y,,,,,,,,N,,,Y,,,Y,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,C,,
3120,US,YOUNGSTOWN,43.25,-79.05,43,15,N,79,3,W,3220,CP06,14816,V,RN,E,N,N,Y,Y,,O,O,O,,0,M,,N,Y,,N,Y,,,,N,N,Y,Y,,Y,,,,,,Y,,,,,,,,N,,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,C,,
3240,CA,PORT COLBORNE,42.88333333333333,-79.25,42,53,N,79,15,W,3250,,14820,S,LC,E,N,N,Y,Y,Y,L,A,L,L,0,L,,,Y,N,Y,Y,,,,N,Y,Y,,,,,,Y,Y,Y,Y,,,,,Y,,,N,,Y,,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,B,L,
3240,CA,PORT MAITLAND,42.85,-79.58333333333333,42,51,N,79,35,W,3260,,14820,S,RB,E,N,N,Y,Y,N,M,K,M,,0,M,,,N,N,N,Y,,,,N,N,,,,,,,,,,Y,,,,,Y,,,N,,,,Y,,,,,,,,,Y,Y,Y,Y,,,C,,
3240,CA,PORT DOVER,42.78333333333333,-80.2,42,47,N,80,12,W,3270,,14830,V,RN,E,N,Y,Y,Y,Y,P,P,P,,0,M,,Y,Y,N,,Y,,,,N,N,Y,,,,,,,,Y,Y,,,,,,,,N,,,,,,,,,Y,,,,Y,Y,Y,Y,Y,Y,C,,S
3240,CA,PORT STANLEY,42.666666666666664,-81.2,42,40,N,81,12,W,3310,,14830,V,RN,G,N,N,Y,N,Y,N,M,N,,0,M,,Y,Y,N,Y,Y,,,,N,N,Y,,,Y,Y,,Y,,Y,Y,,,,,Y,,,N,,,,,Y,,,Y,,,,,Y,Y,Y,Y,Y,Y,B,S,S
3240,CA,RONDEAU,42.266666666666666,-81.9,42,16,N,81,54,W,3320,,14830,S,CN,F,N,N,Y,Y,N,O,M,M,,0,M,,,Y,N,Y,Y,,,,N,N,Y,,,Y,Y,,,,Y,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,B,,S
3240,CA,PELEE I NORTH WHARF,41.81666666666667,-82.66666666666667,41,49,N,82,40,W,3330,,14844,V,CN,F,N,N,Y,Y,N,O,N,O,,0,M,,,Y,N,Y,Y,,,,N,N,Y,,,,,,,Y,,Y,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
3240,CA,PELEE I WEST DOCK,41.766666666666666,-82.68333333333334,41,46,N,82,41,W,3340,,14844,V,OR,P,N,N,Y,Y,N,O,N,O,,0,M,,,Y,N,Y,Y,,,,N,N,Y,,,,,,,Y,,Y,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,
3240,CA,LEAMINGTON,42.03333333333333,-82.6,42,2,N,82,36,W,3350,,14830,V,OR,P,N,N,Y,Y,N,N,L,N,,0,M,,,Y,N,Y,Y,,,,N,N,Y,,,Y,Y,,,,,Y,,,,,Y,,,N,Y,,,,,,Y,,Y,,,Y,Y,Y,Y,Y,,,C,,
3240,CA,KINGSVILLE,42.016666666666666,-82.73333333333333,42,1,N,82,44,W,3360,,14830,V,CB,G,N,N,Y,Y,,P,O,P,,0,M,,,N,N,,Y,,,,N,N,Y,,,Y,Y,,,,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,,Y,Y,,,C,,
3240,CA,AMHERSTBURG,42.1,-83.1,42,6,N,83,6,W,3380,,14848,S,RN,E,N,N,Y,Y,N,N,M,N,M,0,M,,,Y,,,Y,,,Y,Y,N,Y,,,Y,Y,,,Y,Y,Y,,,,,Y,,,N,Y,Y,,Y,Y,Y,Y,Y,,,,,Y,Y,,,,,C,,
3240,CA,WINDSOR,42.31666666666667,-83.03333333333333,42,19,N,83,2,W,3390,,14848,M,RN,E,N,N,Y,,Y,M,K,M,M,0,M,,,Y,Y,Y,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,N,,N,Y,,,,,,Y,Y,,,,,Y,Y,Y,Y,,,C,,
3400,US,TONAWANDA,43.03333333333333,-78.88333333333334,43,2,N,78,53,W,3420,CP06,14832,S,RN,E,N,N,N,Y,Y,O,O,O,,0,M,,,,,,Y,,,,N,N,Y,Y,,Y,Y,,,Y,Y,Y,,,,,Y,,,N,,,,,,Y,,,,,,,Y,Y,Y,Y,Y,Y,C,,
3400,US,BUFFALO,42.88333333333333,-78.88333333333334,42,53,N,78,53,W,3430,CP06,14833,L,CB,E,N,N,Y,Y,Y,L,L,M,,0,L,Y,Y,Y,,Y,Y,,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,Y,Y,,,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,
3400,US,DUNKIRK,42.483333333333334,-79.33333333333333,42,29,N,79,20,W,3440,CP06,14823,V,CB,F,N,N,Y,Y,Y,P,P,P,,0,M,N,Y,N,,,Y,,,,,N,,,,Y,Y,,,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,C,,S
3400,US,ERIE,42.15,-80.1,42,9,N,80,6,W,3450,CP06,14835,S,CN,E,N,N,Y,Y,N,L,M,L,L,0,L,Y,Y,,,N,Y,,,,,N,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,B,L,
3400,US,CONNEAUT,41.96666666666667,-80.55,41,58,N,80,33,W,3460,CP06,14824,S,RN,E,N,N,Y,N,Y,M,L,M,,0,M,N,N,,,,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,B,,
3400,US,ASHTABULA,41.9,-80.8,41,54,N,80,48,W,3470,CP06,14836,S,RB,E,N,N,Y,N,Y,M,M,M,M,0,M,Y,Y,,,N,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,Y,,Y,Y,,,Y,Y,Y,,,,Y,Y,Y,Y,Y,Y,A,L,
3400,US,FAIRPORT,41.766666666666666,-81.3,41,46,N,81,18,W,3480,CP06,14837,S,RN,E,N,N,Y,Y,Y,N,N,N,,0,M,,Y,,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,,Y,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,C,,
3400,US,CLEVELAND,41.5,-81.71666666666667,41,30,N,81,43,W,3490,CP06,14839,L,CB,E,N,N,Y,Y,N,L,L,L,L,0,L,Y,Y,N,,Y,Y,,,,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,Y,,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,S
3400,US,LORAIN,41.46666666666667,-82.18333333333334,41,28,N,82,11,W,3500,CP06,14841,S,RN,E,N,N,Y,Y,Y,M,J,L,,0,L,Y,,Y,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,M,
3400,US,VERMILION,41.43333333333333,-82.36666666666666,41,26,N,82,22,W,3510,CP06,14826,V,RN,E,N,N,Y,Y,Y,P,P,P,,0,M,N,N,Y,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,,,Y,Y,C,,S
3400,US,HURON,41.4,-82.55,41,24,N,82,33,W,3520,CP06,14843,S,RN,E,N,Y,Y,Y,Y,L,L,L,,0,L,N,Y,N,,N,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,,Y,,,,,Y,,,N,,,,,,,,Y,,,,,Y,Y,Y,Y,Y,Y,N,L,S
3400,US,SANDUSKY,41.45,-82.71666666666667,41,27,N,82,43,W,3530,CP06,14845,S,CN,E,N,N,Y,Y,Y,M,M,M,,0,M,Y,Y,Y,,N,Y,,,,,Y,Y,,Y,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,Y,,Y,Y,Y,Y,,Y,Y,Y,C,,S
3400,US,PORT CLINTON,41.516666666666666,-82.93333333333334,41,31,N,82,56,W,3540,CP06,14842,V,RN,E,N,N,Y,Y,Y,P,P,P,,0,M,Y,,N,,N,Y,,,,,Y,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,B,,S
3400,US,PUT IN BAY,41.65,-82.81666666666666,41,39,N,82,49,W,3550,CP06,14844,V,CN,G,N,N,Y,Y,N,P,L,O,,0,M,Y,N,N,,N,Y,,,,,N,Y,,,Y,Y,Y,Y,,,Y,,,,,Y,,,N,,,,,,,Y,,,,,,Y,Y,Y,Y,Y,Y,N,,
3400,US,TOLEDO,41.7,-83.46666666666667,41,42,N,83,28,W,3560,CP06,14847,M,RN,E,N,N,Y,Y,Y,L,M,L,M,0,L,Y,Y,Y,,Y,Y,,,,N,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,Y,,Y,Y,,,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,
3400,US,MONROE,41.88333333333333,-83.33333333333333,41,53,N,83,20,W,3570,CP06,14846,V,RN,E,N,N,Y,Y,Y,N,N,N,,0,L,N,Y,Y,,N,Y,,,,N,N,,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,N,Y,,,,,,Y,,,,,,Y,Y,N,Y,Y,Y,C,,
3400,US,TRENTON,42.13333333333333,-83.16666666666667,42,8,N,83,10,W,3580,CP06,14848,V,RN,E,N,N,Y,Y,Y,L,L,L,N,0,M,N,Y,N,,N,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,,Y,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,,,N,N,N,,
3400,US,WYANDOTTE,42.2,-83.15,42,12,N,83,9,W,3590,CP06,14848,S,RN,E,N,N,Y,Y,Y,M,M,M,,0,M,N,N,N,,N,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,,,,,,,,,N,,,,,,,,,,,,,Y,Y,,,N,N,,,
3400,US,ROUGE RIVER,42.28333333333333,-83.11666666666666,42,17,N,83,7,W,3610,CP06,14854,S,RN,E,N,N,N,Y,Y,M,K,L,N,0,M,N,N,N,,N,Y,,,,,Y,Y,Y,,Y,,,,Y,Y,Y,,,,,Y,,,N,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,A,L,
3400,US,DETROIT,42.333333333333336,-83.03333333333333,42,20,N,83,2,W,3620,CP06,14848,L,RN,E,N,N,Y,Y,Y,M,L,L,L,0,L,,Y,Y,,Y,Y,,,,N,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,Y,,N,Y,Y,,Y,Y,Y,Y,Y,Y,,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M
3640,CA,WALPOLE ISLAND,42.61666666666667,-82.51666666666667,42,37,N,82,31,W,3650,,14852,V,RN,E,N,N,Y,Y,,M,L,Q,,0,M,N,N,Y,N,N,Y,,,,N,N,Y,Y,,,,N,N,Y,,Y,,,,,,,,N,,,,,,,,,,,,,N,N,N,N,N,N,N,,
3640,CA,SOMBRA,42.71666666666667,-82.48333333333333,42,43,N,82,29,W,3660,,14852,V,RN,E,N,N,Y,N,Y,M,L,O,,0,M,N,N,N,N,N,Y,,,,N,N,N,N,,,,N,N,,,Y,,,,,,,,N,,,,,,,,,,,,,N,Y,N,N,N,N,N,,
3640,CA,COURTRIGHT,42.81666666666667,-82.46666666666667,42,49,N,82,28,W,3670,,14852,V,RN,E,N,N,Y,N,N,M,M,O,,0,M,N,N,N,N,N,Y,,,,N,N,N,N,,,,,N,N,Y,Y,,,,,N,,,N,,,,,,,,,,,,,N,Y,N,N,N,N,N,,
3640,CA,SARNIA,42.983333333333334,-82.41666666666667,42,59,N,82,25,W,3700,,14852,S,RN,E,N,N,Y,N,N,N,L,M,M,0,L,Y,Y,Y,N,Y,Y,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,Y,,,,,Y,,,Y,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,,S
3640,CA,POINT EDWARD,43.0,-82.41666666666667,43,0,N,82,25,W,3710,,14852,S,RN,E,N,N,Y,N,N,M,L,M,,0,L,Y,,N,N,N,Y,,,,N,N,,,,Y,,Y,,,,Y,,,,,,,,N,,,,,,,,,,,,,Y,Y,Y,Y,N,N,,,
3640,CA,GODERICH,43.75,-81.73333333333333,43,45,N,81,44,W,3730,,,S,CB,E,N,N,Y,N,N,M,M,M,,0,L,Y,Y,Y,N,,Y,,,,,Y,Y,Y,,Y,Y,,,,Y,Y,,,,,Y,,,N,,,,,,,,,Y,Y,,,Y,Y,Y,Y,Y,Y,B,,
3640,CA,PORT ELGIN,44.43333333333333,-81.4,44,26,N,81,24,W,3750,,,V,CB,G,N,N,Y,N,N,O,O,P,,0,M,Y,Y,N,N,Y,Y,,,,N,N,N,N,,,,,N,N,,Y,,,,,Y,,,N,,,,,,,,,Y,,,Y,Y,Y,Y,Y,Y,Y,B,,
